Update,Timesteps,Policy Loss,Value Loss,Total Loss
315,80896,-0.006301560893189162,0.00032365810475312176,-0.0063737984746694565
316,81152,-0.0031564234988763927,0.00048187706925091335,-0.013672110624611378
317,81408,-0.003758885187562555,0.0003041024465346709,-0.01446705125272274
318,81664,-0.0071549171814695,0.0003433426249102922,-0.011371412314474583
319,81920,-0.004568951623514295,0.00043560655612964185,-0.014640331268310547
320,82176,-0.006502464844379574,0.00027428618559497406,-0.007171806413680315
321,82432,-0.006498025462497026,0.0006256636814214289,-0.017495499923825264
322,82688,-0.00446835340699181,0.0003533544331730809,-0.013477733358740807
323,82944,-0.006158879678696394,0.0009011780479340814,-0.01767098717391491
324,83200,-0.004739335156045854,0.0006992343769525178,-0.013582182116806507
325,83456,-0.006189761077985167,0.00036995377486164215,-0.020207714289426804
326,83712,-0.004945873143151402,0.00025262153685616794,-0.010306179523468018
327,83968,-0.0020806244458071886,0.0002827534524840303,-0.011254290118813515
328,84224,-0.0032772008213214575,0.00025701325212139635,-0.008770843036472797
329,84480,-0.005173123732674867,0.0003315000874863472,-0.015174065716564655
330,84736,-0.006571615894790739,0.0002941655067843385,-0.021719058975577354
331,84992,-0.003735840576700866,0.00037280811920936685,-0.004367427434772253
332,85248,-0.005908645037561655,0.00041746983552002346,-0.01679852418601513
333,85504,-0.0074737092014402155,0.00039942951952980365,4.04456804972142e-05
334,85760,-0.00773006163071841,0.0005599553696811199,-0.017253590747714043
335,86016,-0.0075791493291035295,0.0007554639392765239,-0.009013639762997627
336,86272,-0.0033683685236610473,0.0003357502275321167,-0.010416575707495213
337,86528,-0.00482529018772766,0.00020239117220626212,-0.016013333573937416
338,86784,-0.0052563332952559,0.0003544275736203417,-0.006681083235889673
339,87040,-0.006217207235749811,0.0002981985231599538,-0.019237199798226357
340,87296,-0.004344787029549479,0.00038045991750550455,-0.011157316155731678
341,87552,-0.004541579145006835,0.00033098590793088076,-0.009957578964531422
342,87808,-0.0035906165547203274,0.0002700745102629298,-0.007778923027217388
343,88064,-0.004865602275822311,0.0004933288095344323,-0.002465961268171668
344,88320,-0.006436425074934959,0.0007560242025647313,-0.012644082307815552
345,88576,-0.011949274979997426,0.0009300475750933402,-0.023401767015457153
346,88832,-0.007608001341577619,0.0006738184260029811,-0.012242235243320465
347,89088,-0.0038913900847546757,0.00038924579457670915,0.004894233774393797
348,89344,-0.0033761064521968366,0.00035843104487867097,-0.013698027469217777
349,89600,-0.00503423202317208,0.00036155241541564466,-0.021864719688892365
350,89856,-0.003227594099007547,0.0002560049390012864,-0.02135390043258667
351,90112,-0.003648784337565303,0.0004307992792746518,-0.011625023558735847
352,90368,-0.0044691385119222105,0.00022702976020809728,-0.009968221187591553
353,90624,-0.007765132281929254,0.00033798138283600563,-0.006808698642998934
354,90880,-0.004481999156996608,0.00039688607066636907,-0.0015739374794065952
355,91136,-0.004476404539309442,0.0006055032557924278,-0.012819058261811733
356,91392,-0.0047690582694485785,0.0008898825399228372,-0.01654236763715744
357,91648,-0.007046784937847406,0.000573236479976913,-0.013923407532274723
358,91904,-0.004719091893639416,0.000506808896898292,-0.0027799918316304684
359,92160,-0.0039964397205039855,0.0002907473208324518,-0.011457880958914757
360,92416,-0.0025410877307876943,0.00035336267392267474,-0.0034716706722974777
361,92672,-0.0044948922586627305,0.0002032651100307703,-0.014482622966170311
362,92928,-0.003182696388103068,0.00027143388797412626,-0.003930096980184317
363,93184,-0.00566206689691171,0.0003488297421426978,-0.021906116977334023
364,93440,-0.005703554418869316,0.0005868965548870619,-0.008732985705137253
365,93696,-0.00744149835081771,0.0004100187652511522,0.004220407456159592
366,93952,-0.006573413347359747,0.0010270297745591961,-0.01228763721883297
367,94208,-0.0062515992089174684,0.0006732240646670107,-0.019529370591044426
368,94464,-0.004241341981105507,0.000752264446055051,-0.0017335442826151848
369,94720,-0.006086799059994518,0.00034302673338970635,-0.024832826107740402
370,94976,-0.003934866399504244,0.0004070603688887786,-0.0054946402087807655
371,95232,-0.0031093612778931856,0.0003737770042789634,-0.007182443514466286
372,95488,-0.007631819788366556,0.00033870286351884716,-0.011950476095080376
373,95744,-0.004053323378320784,0.00040613071541883983,-2.8328431653790176e-05
374,96000,-0.0041377374436706305,0.00031011430110083893,-0.004845662973821163
375,96256,-0.004903155111242086,0.000565473128517624,-0.0012767250882461667
376,96512,-0.005126046447549016,0.0004356146797363181,0.0023279583547264338
377,96768,-0.010867768351454287,0.0007712717291724402,-0.01833273470401764
378,97024,-0.007549768406897783,0.0006571529636858031,-0.012814379297196865
379,97280,-0.007342047290876508,0.0006010065670125186,-0.023203887045383453
380,97536,-0.002979502268135548,0.0005309238906193059,0.0009235158213414252
381,97792,-0.00640347097069025,0.00028160165129520465,-0.002984393620863557
382,98048,-0.004680657549761236,0.0001975879593373975,-0.002204329241067171
383,98304,-0.007646861753892153,0.0002489403574145399,-0.014761781319975853
384,98560,-0.005320893216412515,0.00035484853033267426,-0.01649343967437744
385,98816,-0.00476298239082098,0.00034140502793889027,-0.008341600187122822
386,99072,-0.00940947439521551,0.00046658077990286985,-0.0026788644026964903
387,99328,-0.006058672198560089,0.0005956446424534078,-0.01566704921424389
388,99584,-0.005800007446669042,0.000797511993732769,-0.01388784684240818
389,99840,-0.00854316083714366,0.00045251499686855824,-0.017620883882045746
390,100096,-0.008127140416763722,0.0005295426890370436,-0.012679848819971085
